No,Tenth_Percentage,Twelfth_Percentage,College_Tier,Degree,Subjects,UG_Percentage,Internship,Shortlisted_for_Interview,Aptitude_Perc,DS_Alg_Knowledge,Projects,Placed_IT
349,70,65,tier3,B.E,CIVIL,75,Ongoing,No,0,Novice,No,No
350,96,78,tier3,B.E,DS&AI,71,Yes,No,0,Intermediate,No,No
351,72,86,tier2,B.E,MECH,65,No,No,0,Novice,Yes,No
352,97,69,tier3,BTech,CIVIL,70,No,No,0,Novice,Yes,No
353,79,64,tier3,B.E,ECE,83,Yes,Yes,41,Advanced,No,No
354,73,71,tier3,B.E,CIVIL,64,Ongoing,No,0,Advanced,No,No
355,86,87,tier2,BTech,ECE,87,No,Yes,56,Novice,Yes,No
356,76,68,tier3,B.E,IT,79,No,Yes,71,Intermediate,No,No
357,98,88,tier2,B.E,MECH,69,Ongoing,No,0,Advanced,Yes,No
358,94,69,tier3,B.E,DS&AI,78,No,Yes,55,Intermediate,Yes,No
359,80,70,tier3,BTech,IT,76,No,Yes,37,Advanced,Yes,No
360,69,68,tier3,BTech,ECE,92,No,Yes,76,Advanced,No,No
361,92,86,tier2,BTech,EEE,93,Yes,Yes,44,Intermediate,Yes,No
362,92,89,tier2,BTech,IT,71,Yes,No,0,Intermediate,No,No
363,73,87,tier2,B.E,CSE,61,Yes,No,0,Intermediate,Yes,No
364,96,60,tier3,BTech,DS&AI,70,Ongoing,No,0,Advanced,Yes,No
365,85,59,tier3,BTech,EEE,74,No,No,0,Intermediate,No,No
366,97,83,tier2,BTech,CSE,62,Yes,No,0,Advanced,No,No
367,81,68,tier3,BTech,DS&AI,81,Yes,Yes,41,Advanced,No,No
368,94,71,tier3,B.E,CIVIL,66,Ongoing,No,0,Novice,No,No
369,82,79,tier3,BTech,ECE,90,Ongoing,Yes,50,Advanced,No,No
370,98,87,tier2,BTech,DS&AI,68,No,No,0,Intermediate,No,No
371,91,62,tier3,BTech,MECH,69,Yes,No,0,Intermediate,Yes,No
372,69,61,tier3,BTech,IT,67,Yes,No,0,Advanced,Yes,No
373,66,87,tier2,B.E,CIVIL,76,Ongoing,Yes,58,Novice,Yes,No
374,73,74,tier3,B.E,CSE,72,Yes,No,0,Advanced,No,No
375,71,80,tier2,BTech,IT,68,Yes,No,0,Advanced,No,No
376,81,89,tier2,BTech,CSE,62,No,No,0,Advanced,No,No
377,90,69,tier3,BTech,CSE,78,Ongoing,Yes,36,Intermediate,Yes,No
378,71,72,tier3,B.E,CSE,71,Yes,No,0,Advanced,Yes,No
379,81,61,tier3,BTech,CIVIL,74,No,No,0,Advanced,No,No
380,77,95,tier1,BTech,CSE,64,Ongoing,No,0,Novice,Yes,No
381,72,59,tier3,BTech,CSE,75,No,No,0,Intermediate,Yes,No
382,76,81,tier2,B.E,CIVIL,72,Yes,No,0,Advanced,Yes,No
383,69,64,tier3,BTech,EEE,68,Yes,No,0,Intermediate,Yes,No
384,78,64,tier3,BTech,CSE,68,No,No,0,Novice,No,No
385,75,55,tier3,BTech,IT,69,Yes,No,0,Intermediate,Yes,No
386,81,96,tier1,BTech,EEE,81,No,Yes,58,Novice,Yes,No
387,76,65,tier3,B.E,CIVIL,86,Ongoing,Yes,59,Novice,Yes,No
388,71,76,tier3,B.E,CSE,67,Ongoing,No,0,Intermediate,Yes,No
389,94,67,tier3,BTech,EEE,76,Yes,Yes,40,Novice,No,No
390,73,63,tier3,B.E,ECE,82,No,Yes,64,Novice,Yes,No
391,95,66,tier3,BTech,CSE,93,Yes,Yes,71,Advanced,No,No
392,91,95,tier1,B.E,CSE,83,No,Yes,49,Advanced,Yes,No
393,75,78,tier3,B.E,ECE,90,Ongoing,Yes,94,Advanced,Yes,Yes
394,85,81,tier2,B.E,CIVIL,75,Yes,No,0,Advanced,No,No
395,78,73,tier3,B.E,EEE,73,Ongoing,No,0,Novice,Yes,No
396,82,87,tier2,BTech,MECH,93,Ongoing,Yes,43,Novice,No,No
397,66,90,tier1,B.E,DS&AI,85,No,Yes,84,Novice,No,No
398,68,85,tier2,B.E,CIVIL,86,Ongoing,Yes,78,Advanced,Yes,No
399,92,81,tier2,B.E,DS&AI,82,No,Yes,67,Advanced,No,No
400,89,72,tier3,BTech,MECH,73,Yes,No,0,Intermediate,Yes,No
401,97,95,tier1,BTech,CSE,76,No,Yes,58,Advanced,Yes,No
402,66,91,tier1,BTech,CIVIL,87,Ongoing,Yes,42,Intermediate,No,No
403,72,74,tier3,B.E,EEE,81,Yes,Yes,84,Novice,No,No
404,86,72,tier3,B.E,EEE,94,No,Yes,81,Novice,No,No
405,97,76,tier3,B.E,DS&AI,83,No,Yes,78,Advanced,No,No
406,91,91,tier1,B.E,CIVIL,74,Ongoing,No,0,Intermediate,No,No
407,92,66,tier3,BTech,ECE,62,Yes,No,0,Intermediate,No,No
408,67,58,tier3,B.E,MECH,89,Yes,Yes,80,Advanced,Yes,No
409,82,90,tier1,BTech,IT,76,Yes,Yes,71,Novice,Yes,No
410,67,71,tier3,B.E,EEE,90,No,Yes,90,Advanced,Yes,No
411,81,84,tier2,B.E,CIVIL,82,No,Yes,46,Intermediate,Yes,No
412,83,61,tier3,B.E,EEE,62,Yes,No,0,Novice,No,No
413,74,84,tier2,BTech,CIVIL,72,Yes,No,0,Novice,No,No
414,91,95,tier1,BTech,CIVIL,68,No,No,0,Advanced,No,No
415,94,58,tier3,BTech,EEE,90,No,Yes,41,Advanced,No,No
416,94,66,tier3,B.E,EEE,90,Yes,Yes,90,Novice,Yes,No
417,73,61,tier3,BTech,MECH,72,No,No,0,Novice,Yes,No
418,80,64,tier3,BTech,CIVIL,79,Yes,Yes,61,Advanced,Yes,No
419,71,90,tier1,BTech,MECH,70,Ongoing,No,0,Intermediate,No,No
420,89,72,tier3,BTech,MECH,61,Ongoing,No,0,Novice,Yes,No
421,66,76,tier3,B.E,ECE,82,Yes,Yes,66,Novice,No,No
422,72,83,tier2,BTech,CIVIL,70,Yes,No,0,Novice,Yes,No
423,73,95,tier1,B.E,IT,61,Yes,No,0,Novice,Yes,No
424,96,72,tier3,BTech,CSE,94,No,Yes,88,Novice,Yes,No
425,76,91,tier1,BTech,CIVIL,73,No,No,0,Advanced,Yes,No
426,86,79,tier3,B.E,IT,81,Yes,Yes,49,Novice,No,No
427,87,80,tier2,B.E,CSE,78,Yes,Yes,50,Novice,Yes,No
428,68,84,tier2,BTech,CSE,95,Ongoing,Yes,87,Novice,Yes,No
429,94,78,tier3,BTech,CIVIL,64,Ongoing,No,0,Intermediate,Yes,No
430,98,55,tier3,BTech,DS&AI,62,Ongoing,No,0,Intermediate,Yes,No
431,70,75,tier3,BTech,ECE,84,Yes,Yes,78,Advanced,No,No
432,95,61,tier3,B.E,EEE,91,No,Yes,57,Intermediate,Yes,No
433,87,58,tier3,B.E,CIVIL,66,No,No,0,Novice,Yes,No
434,91,84,tier2,BTech,MECH,77,No,Yes,86,Advanced,No,No
435,85,82,tier2,B.E,IT,61,No,No,0,Advanced,Yes,No
436,67,78,tier3,B.E,DS&AI,83,Yes,Yes,61,Novice,No,No
437,68,66,tier3,B.E,CSE,74,Ongoing,No,0,Novice,No,No
438,76,75,tier3,BTech,CSE,85,Ongoing,Yes,69,Novice,No,No
439,71,66,tier3,B.E,MECH,93,Ongoing,Yes,39,Intermediate,No,No
440,72,70,tier3,BTech,DS&AI,62,No,No,0,Advanced,Yes,No
441,73,73,tier3,B.E,IT,83,Ongoing,Yes,89,Intermediate,No,No
442,77,78,tier3,BTech,DS&AI,90,Yes,Yes,73,Novice,No,No
443,67,72,tier3,B.E,IT,77,Ongoing,Yes,35,Novice,Yes,No
444,70,94,tier1,BTech,ECE,87,Yes,Yes,50,Intermediate,Yes,No
445,93,77,tier3,B.E,DS&AI,69,Yes,No,0,Advanced,No,No
446,89,64,tier3,B.E,IT,64,No,No,0,Intermediate,No,No
447,96,56,tier3,B.E,DS&AI,89,No,Yes,51,Novice,Yes,No
448,98,71,tier3,BTech,CSE,68,Yes,No,0,Intermediate,Yes,No
449,82,92,tier1,BTech,EEE,76,Ongoing,Yes,95,Advanced,Yes,Yes
450,89,73,tier3,BTech,DS&AI,79,Ongoing,Yes,77,Advanced,No,No
451,77,64,tier3,B.E,IT,81,Yes,Yes,44,Advanced,No,No
452,91,87,tier2,BTech,MECH,72,Yes,No,0,Intermediate,Yes,No
453,88,81,tier2,B.E,ECE,66,Yes,No,0,Intermediate,No,No
454,69,95,tier1,BTech,ECE,60,No,No,0,Advanced,Yes,No
455,73,90,tier1,B.E,ECE,95,Yes,Yes,80,Intermediate,No,No
456,73,78,tier3,B.E,ECE,80,No,Yes,62,Intermediate,Yes,No
457,85,67,tier3,BTech,IT,93,Ongoing,Yes,55,Novice,Yes,No
458,97,78,tier3,BTech,IT,84,Ongoing,Yes,97,Novice,Yes,No
459,69,71,tier3,B.E,DS&AI,85,Yes,Yes,68,Novice,Yes,No
460,96,79,tier3,B.E,IT,68,No,No,0,Intermediate,Yes,No
461,87,95,tier1,B.E,EEE,86,Ongoing,Yes,96,Advanced,Yes,Yes
462,88,80,tier2,BTech,EEE,72,No,No,0,Advanced,No,No
463,82,62,tier3,B.E,ECE,63,Ongoing,No,0,Advanced,Yes,No
464,74,62,tier3,B.E,EEE,68,No,No,0,Intermediate,Yes,No
465,69,82,tier2,B.E,ECE,89,Ongoing,Yes,47,Novice,Yes,No
466,78,62,tier3,B.E,MECH,78,Ongoing,Yes,62,Advanced,Yes,No
467,80,83,tier2,BTech,CIVIL,71,Yes,No,0,Novice,Yes,No
468,93,85,tier2,BTech,MECH,63,Ongoing,No,0,Advanced,No,No
469,77,57,tier3,BTech,IT,61,Yes,No,0,Intermediate,Yes,No
470,72,85,tier2,BTech,CSE,61,No,No,0,Intermediate,No,No
471,77,81,tier2,B.E,EEE,68,Yes,No,0,Advanced,Yes,No
472,86,66,tier3,B.E,CIVIL,86,Ongoing,Yes,72,Novice,No,No
473,98,59,tier3,BTech,DS&AI,80,No,Yes,86,Intermediate,Yes,No
474,80,56,tier3,B.E,DS&AI,87,Ongoing,Yes,69,Novice,No,No
475,98,78,tier3,BTech,MECH,78,Yes,Yes,79,Intermediate,No,No
476,71,81,tier2,BTech,IT,91,Yes,Yes,41,Advanced,Yes,No
477,80,79,tier3,BTech,IT,81,Yes,Yes,66,Advanced,Yes,No
478,97,91,tier1,B.E,EEE,94,No,Yes,38,Advanced,No,No
479,83,76,tier3,BTech,MECH,66,Yes,No,0,Intermediate,No,No
480,82,55,tier3,B.E,MECH,89,Yes,Yes,54,Novice,No,No
481,94,96,tier1,BTech,DS&AI,88,Ongoing,Yes,55,Intermediate,No,No
482,72,59,tier3,BTech,CSE,86,No,Yes,43,Novice,No,No
483,92,62,tier3,B.E,DS&AI,80,No,Yes,36,Novice,Yes,No
484,96,91,tier1,BTech,MECH,74,Yes,No,0,Intermediate,Yes,No
485,98,82,tier2,B.E,DS&AI,82,Ongoing,Yes,82,Novice,No,No
486,66,96,tier1,B.E,MECH,74,No,No,0,Intermediate,Yes,No
487,85,80,tier2,BTech,DS&AI,87,Yes,Yes,90,Advanced,Yes,Yes
488,95,74,tier3,BTech,CSE,70,Ongoing,No,0,Advanced,Yes,No
489,77,68,tier3,B.E,DS&AI,77,Ongoing,Yes,93,Intermediate,Yes,Yes
490,88,87,tier2,B.E,CIVIL,82,No,Yes,85,Advanced,Yes,No
491,88,92,tier1,B.E,ECE,63,No,No,0,Advanced,Yes,No
492,78,59,tier3,BTech,CIVIL,88,No,Yes,80,Intermediate,Yes,No
493,81,87,tier2,B.E,DS&AI,63,No,No,0,Advanced,Yes,No
494,68,59,tier3,BTech,MECH,84,Yes,Yes,60,Novice,Yes,No
495,68,89,tier2,BTech,IT,61,Ongoing,No,0,Intermediate,Yes,No
496,86,57,tier3,BTech,ECE,82,Yes,Yes,68,Advanced,Yes,No
497,95,80,tier2,B.E,IT,83,Yes,Yes,67,Intermediate,No,No
498,97,58,tier3,B.E,IT,76,Yes,Yes,66,Intermediate,Yes,No
499,85,90,tier1,BTech,EEE,73,No,No,0,Intermediate,No,No
500,85,66,tier3,BTech,ECE,67,No,No,0,Intermediate,No,No
501,95,81,tier2,BTech,EEE,61,Yes,No,0,Novice,No,No
502,96,57,tier3,BTech,MECH,73,Yes,No,0,Advanced,No,No
503,97,85,tier2,B.E,CSE,61,No,No,0,Intermediate,No,No
504,66,62,tier3,B.E,MECH,78,Yes,Yes,60,Novice,No,No
505,92,71,tier3,BTech,ECE,85,Yes,Yes,45,Intermediate,No,No
506,81,84,tier2,B.E,DS&AI,90,Yes,Yes,80,Advanced,Yes,No
507,90,85,tier2,BTech,EEE,93,Yes,Yes,49,Advanced,No,No
508,81,72,tier3,B.E,IT,94,Yes,Yes,74,Novice,Yes,No
509,67,60,tier3,BTech,ECE,84,Yes,Yes,60,Advanced,Yes,No
510,90,91,tier1,BTech,EEE,80,Ongoing,Yes,87,Advanced,Yes,Yes
511,87,90,tier1,BTech,EEE,92,No,Yes,52,Novice,Yes,No
512,98,64,tier3,BTech,ECE,81,Yes,Yes,37,Intermediate,Yes,No
513,70,86,tier2,BTech,MECH,61,Ongoing,No,0,Advanced,No,No
514,89,81,tier2,BTech,DS&AI,75,No,No,0,Intermediate,Yes,No
515,94,61,tier3,B.E,CIVIL,69,No,No,0,Intermediate,Yes,No
516,69,66,tier3,BTech,IT,79,Yes,Yes,80,Novice,Yes,No
517,85,63,tier3,BTech,IT,86,Yes,Yes,91,Advanced,Yes,Yes
518,85,71,tier3,B.E,EEE,68,Ongoing,No,0,Intermediate,No,No
519,72,64,tier3,BTech,DS&AI,64,No,No,0,Advanced,No,No
520,74,85,tier2,B.E,CIVIL,95,Yes,Yes,99,Novice,No,No
521,81,84,tier2,B.E,EEE,89,Ongoing,Yes,98,Novice,Yes,No
522,70,91,tier1,B.E,DS&AI,86,Ongoing,Yes,71,Advanced,No,No
523,96,85,tier2,BTech,CIVIL,78,Ongoing,Yes,52,Intermediate,No,No
524,76,63,tier3,B.E,CIVIL,65,Ongoing,No,0,Intermediate,Yes,No
525,66,61,tier3,BTech,CSE,83,Ongoing,Yes,91,Advanced,Yes,Yes
526,92,89,tier2,BTech,DS&AI,94,Ongoing,Yes,35,Intermediate,Yes,No
527,89,66,tier3,B.E,CSE,61,Yes,No,0,Advanced,Yes,No
528,76,96,tier1,BTech,EEE,77,No,Yes,46,Novice,No,No
529,69,68,tier3,BTech,EEE,90,Ongoing,Yes,66,Advanced,Yes,No
530,68,73,tier3,B.E,CSE,76,Yes,Yes,88,Advanced,No,No
531,85,62,tier3,B.E,MECH,78,Ongoing,Yes,50,Advanced,No,No
532,75,63,tier3,B.E,DS&AI,90,Yes,Yes,69,Novice,Yes,No
533,74,92,tier1,B.E,CIVIL,81,Yes,Yes,96,Intermediate,Yes,Yes
534,91,79,tier3,BTech,DS&AI,76,No,Yes,76,Intermediate,Yes,No
535,90,55,tier3,B.E,IT,85,Yes,Yes,55,Novice,Yes,No
536,95,60,tier3,BTech,IT,74,Ongoing,No,0,Intermediate,Yes,No
537,71,88,tier2,BTech,ECE,82,No,Yes,86,Novice,Yes,No
538,73,89,tier2,B.E,EEE,63,No,No,0,Advanced,No,No
539,95,94,tier1,B.E,IT,93,Ongoing,Yes,82,Intermediate,Yes,No
540,91,62,tier3,BTech,ECE,67,Ongoing,No,0,Intermediate,No,No
541,88,95,tier1,BTech,IT,93,Yes,Yes,49,Intermediate,Yes,No
542,66,80,tier2,BTech,DS&AI,63,Yes,No,0,Advanced,Yes,No
543,72,81,tier2,B.E,DS&AI,94,Ongoing,Yes,75,Novice,No,No
544,91,55,tier3,B.E,EEE,82,Ongoing,Yes,62,Advanced,Yes,No
545,71,90,tier1,BTech,CIVIL,83,No,Yes,39,Advanced,Yes,No
546,83,71,tier3,BTech,DS&AI,90,Yes,Yes,50,Intermediate,No,No
547,69,59,tier3,B.E,DS&AI,78,No,Yes,82,Novice,No,No
548,77,88,tier2,BTech,IT,77,Ongoing,Yes,75,Intermediate,No,No
549,95,68,tier3,BTech,IT,95,Yes,Yes,75,Novice,No,No
550,71,86,tier2,BTech,MECH,75,Yes,No,0,Intermediate,Yes,No
551,83,68,tier3,BTech,EEE,61,Yes,No,0,Intermediate,Yes,No
552,72,63,tier3,BTech,EEE,62,Ongoing,No,0,Novice,Yes,No
553,86,73,tier3,B.E,ECE,66,No,No,0,Novice,Yes,No
554,87,66,tier3,BTech,DS&AI,71,Yes,No,0,Advanced,No,No
555,76,78,tier3,B.E,MECH,78,Yes,Yes,66,Novice,Yes,No
556,87,62,tier3,B.E,DS&AI,70,Ongoing,No,0,Novice,No,No
557,66,76,tier3,B.E,CSE,74,Ongoing,No,0,Novice,Yes,No
558,68,70,tier3,BTech,CIVIL,87,Ongoing,Yes,100,Intermediate,No,No
559,88,60,tier3,BTech,IT,78,No,Yes,46,Novice,Yes,No
560,81,81,tier2,B.E,ECE,89,No,Yes,77,Intermediate,Yes,No
561,86,69,tier3,BTech,IT,78,No,Yes,45,Advanced,Yes,No
562,93,64,tier3,BTech,CIVIL,89,Ongoing,Yes,45,Advanced,Yes,No
563,98,88,tier2,BTech,CSE,80,Yes,Yes,50,Advanced,No,No
564,85,82,tier2,BTech,ECE,80,Yes,Yes,57,Advanced,Yes,No
565,71,71,tier3,BTech,MECH,89,Yes,Yes,50,Advanced,No,No
566,83,92,tier1,BTech,CSE,83,Yes,Yes,80,Intermediate,Yes,No
567,95,87,tier2,B.E,ECE,93,Yes,Yes,46,Intermediate,Yes,No
568,69,61,tier3,B.E,CIVIL,84,No,Yes,87,Advanced,Yes,No
569,98,58,tier3,BTech,IT,92,Ongoing,Yes,80,Advanced,No,No
570,76,59,tier3,B.E,MECH,81,Yes,Yes,88,Intermediate,Yes,Yes
571,96,86,tier2,BTech,CSE,75,Ongoing,No,0,Novice,No,No
572,96,67,tier3,B.E,MECH,64,No,No,0,Advanced,No,No
573,86,80,tier2,BTech,IT,67,No,No,0,Intermediate,Yes,No
574,69,87,tier2,B.E,MECH,81,Yes,Yes,93,Advanced,No,No
575,79,75,tier3,B.E,IT,77,Yes,Yes,83,Intermediate,No,No
576,67,90,tier1,BTech,MECH,82,No,Yes,78,Intermediate,Yes,No
577,97,84,tier2,B.E,CSE,73,Ongoing,No,0,Novice,Yes,No
578,81,93,tier1,BTech,DS&AI,64,No,No,0,Novice,No,No
579,77,77,tier3,B.E,ECE,91,Ongoing,Yes,83,Novice,No,No
580,95,82,tier2,B.E,ECE,62,No,No,0,Advanced,No,No
581,70,87,tier2,BTech,CSE,63,Yes,No,0,Advanced,Yes,No
582,71,90,tier1,BTech,DS&AI,87,Yes,Yes,41,Novice,Yes,No
583,83,73,tier3,BTech,ECE,68,No,No,0,Advanced,Yes,No
584,78,86,tier2,B.E,DS&AI,86,Ongoing,Yes,91,Intermediate,No,No
585,88,89,tier2,BTech,CIVIL,94,No,Yes,43,Intermediate,Yes,No
586,66,86,tier2,BTech,IT,80,Ongoing,Yes,69,Novice,Yes,No
587,87,57,tier3,BTech,DS&AI,78,Yes,Yes,92,Intermediate,Yes,Yes
588,73,67,tier3,BTech,CSE,70,Ongoing,No,0,Advanced,Yes,No
589,91,74,tier3,B.E,CSE,91,Ongoing,Yes,81,Advanced,No,No
590,96,67,tier3,BTech,EEE,82,No,Yes,56,Intermediate,Yes,No
591,94,96,tier1,BTech,DS&AI,88,Yes,Yes,44,Intermediate,No,No
592,94,73,tier3,BTech,EEE,75,Ongoing,No,0,Advanced,No,No
593,69,65,tier3,B.E,CSE,84,Ongoing,Yes,75,Intermediate,Yes,No
594,81,65,tier3,BTech,DS&AI,75,Ongoing,No,0,Novice,No,No
595,75,85,tier2,B.E,CSE,84,Yes,Yes,71,Intermediate,No,No
596,83,91,tier1,BTech,MECH,66,No,No,0,Advanced,Yes,No
597,79,58,tier3,B.E,DS&AI,91,No,Yes,64,Intermediate,Yes,No
598,78,95,tier1,B.E,CIVIL,60,Yes,No,0,Intermediate,Yes,No
599,76,68,tier3,BTech,IT,91,No,Yes,41,Novice,Yes,No
600,76,88,tier2,BTech,IT,61,Ongoing,No,0,Advanced,No,No
601,84,57,tier3,B.E,MECH,87,No,Yes,35,Intermediate,Yes,No
602,85,91,tier1,BTech,DS&AI,94,Ongoing,Yes,44,Novice,No,No
603,73,94,tier1,B.E,ECE,88,Ongoing,Yes,75,Intermediate,No,No
604,76,91,tier1,BTech,CSE,82,Yes,Yes,65,Advanced,No,No
605,79,55,tier3,BTech,EEE,71,Yes,No,0,Novice,No,No
606,77,55,tier3,BTech,IT,61,No,No,0,Advanced,Yes,No
607,83,96,tier1,B.E,DS&AI,76,Ongoing,Yes,96,Intermediate,No,No
608,72,76,tier3,B.E,DS&AI,63,No,No,0,Novice,No,No
609,97,90,tier1,B.E,EEE,90,Yes,Yes,97,Advanced,No,No
610,66,75,tier3,B.E,IT,87,Ongoing,Yes,89,Advanced,Yes,Yes
611,69,93,tier1,B.E,IT,91,No,Yes,67,Novice,Yes,No
612,77,55,tier3,BTech,CIVIL,62,Yes,No,0,Novice,Yes,No
613,72,65,tier3,B.E,CSE,61,Ongoing,No,0,Advanced,No,No
614,85,75,tier3,B.E,ECE,75,No,No,0,Intermediate,Yes,No
615,82,96,tier1,B.E,ECE,61,Ongoing,No,0,Advanced,No,No
616,71,73,tier3,BTech,CIVIL,95,Ongoing,Yes,92,Intermediate,Yes,Yes
617,82,82,tier2,B.E,EEE,88,No,Yes,46,Intermediate,No,No
618,89,66,tier3,B.E,EEE,84,Yes,Yes,99,Intermediate,No,No
619,84,55,tier3,B.E,MECH,72,Ongoing,No,0,Intermediate,No,No
620,96,76,tier3,B.E,CSE,88,Ongoing,Yes,56,Intermediate,Yes,No
621,67,95,tier1,B.E,CSE,74,Ongoing,No,0,Intermediate,Yes,No
622,82,57,tier3,BTech,CSE,82,Ongoing,Yes,37,Novice,No,No
623,96,59,tier3,B.E,DS&AI,65,No,No,0,Advanced,No,No
624,96,56,tier3,BTech,DS&AI,79,No,Yes,71,Novice,No,No
625,91,89,tier2,BTech,CIVIL,85,Yes,Yes,64,Novice,No,No
626,77,63,tier3,BTech,EEE,93,Yes,Yes,46,Advanced,No,No
627,87,86,tier2,B.E,EEE,90,No,Yes,37,Intermediate,No,No
628,82,60,tier3,BTech,ECE,95,No,Yes,72,Intermediate,Yes,No
629,66,73,tier3,BTech,DS&AI,78,Ongoing,Yes,40,Intermediate,No,No
630,73,81,tier2,B.E,DS&AI,81,Yes,Yes,84,Advanced,Yes,No
631,76,71,tier3,BTech,ECE,88,Ongoing,Yes,87,Intermediate,No,No
632,94,87,tier2,B.E,DS&AI,60,Yes,No,0,Novice,Yes,No
633,66,76,tier3,B.E,MECH,80,Ongoing,Yes,99,Novice,Yes,No
634,91,73,tier3,B.E,CSE,60,Ongoing,No,0,Novice,Yes,No
635,81,63,tier3,BTech,CSE,60,Yes,No,0,Intermediate,No,No
636,87,55,tier3,B.E,ECE,75,Yes,No,0,Intermediate,No,No
637,84,69,tier3,B.E,MECH,91,No,Yes,52,Intermediate,No,No
638,72,65,tier3,BTech,MECH,70,Yes,No,0,Advanced,Yes,No
639,93,85,tier2,B.E,MECH,74,Yes,No,0,Advanced,No,No
640,81,58,tier3,B.E,CIVIL,79,Yes,Yes,98,Advanced,No,No
641,93,89,tier2,BTech,DS&AI,88,Ongoing,Yes,62,Advanced,Yes,No
642,91,93,tier1,B.E,IT,60,No,No,0,Advanced,Yes,No
643,70,63,tier3,BTech,CSE,74,Ongoing,No,0,Novice,Yes,No
644,78,84,tier2,B.E,EEE,73,No,No,0,Advanced,Yes,No
645,70,65,tier3,B.E,ECE,63,Yes,No,0,Advanced,No,No
646,70,69,tier3,BTech,ECE,60,No,No,0,Advanced,Yes,No
647,79,59,tier3,BTech,EEE,74,Ongoing,No,0,Intermediate,Yes,No
648,77,94,tier1,BTech,CIVIL,82,Yes,Yes,40,Advanced,Yes,No
649,90,94,tier1,BTech,CIVIL,90,No,Yes,96,Advanced,No,No
650,71,96,tier1,BTech,DS&AI,66,Yes,No,0,Novice,No,No
651,84,86,tier2,BTech,EEE,62,No,No,0,Advanced,Yes,No
652,66,79,tier3,BTech,CSE,64,No,No,0,Novice,No,No
653,70,92,tier1,BTech,CIVIL,75,No,No,0,Intermediate,No,No
654,98,71,tier3,B.E,MECH,64,Ongoing,No,0,Advanced,Yes,No
655,98,59,tier3,BTech,MECH,72,Ongoing,No,0,Advanced,Yes,No
656,66,90,tier1,B.E,CIVIL,85,No,Yes,73,Novice,No,No
657,95,69,tier3,B.E,CIVIL,90,Ongoing,Yes,42,Novice,No,No
658,93,61,tier3,BTech,CIVIL,86,Yes,Yes,49,Novice,No,No
659,76,83,tier2,B.E,CIVIL,68,No,No,0,Novice,Yes,No
660,76,64,tier3,BTech,CIVIL,86,Ongoing,Yes,36,Advanced,No,No
661,87,82,tier2,B.E,ECE,91,No,Yes,72,Advanced,Yes,No
662,70,94,tier1,BTech,EEE,63,Ongoing,No,0,Advanced,Yes,No
663,80,81,tier2,B.E,ECE,80,Yes,Yes,51,Intermediate,Yes,No
664,89,55,tier3,B.E,DS&AI,84,No,Yes,98,Intermediate,Yes,No
665,88,67,tier3,B.E,CIVIL,93,No,Yes,45,Novice,No,No
666,74,92,tier1,BTech,EEE,92,No,Yes,57,Advanced,No,No
667,68,61,tier3,B.E,CSE,64,Yes,No,0,Intermediate,Yes,No
668,94,82,tier2,BTech,EEE,78,Ongoing,Yes,70,Novice,No,No
669,66,59,tier3,B.E,CIVIL,72,No,No,0,Advanced,Yes,No
670,86,88,tier2,BTech,MECH,84,Ongoing,Yes,100,Novice,Yes,No
671,89,91,tier1,B.E,CSE,73,No,No,0,Advanced,No,No
672,96,69,tier3,B.E,EEE,88,Ongoing,Yes,53,Advanced,Yes,No
673,73,58,tier3,BTech,CSE,60,Yes,No,0,Novice,No,No
674,76,71,tier3,B.E,CIVIL,90,Yes,Yes,49,Advanced,Yes,No
675,72,81,tier2,BTech,ECE,73,Yes,No,0,Intermediate,Yes,No
676,77,58,tier3,B.E,DS&AI,70,No,No,0,Novice,Yes,No
677,78,91,tier1,B.E,CIVIL,68,No,No,0,Novice,Yes,No
678,98,60,tier3,B.E,CIVIL,86,No,Yes,45,Intermediate,Yes,No
679,79,95,tier1,BTech,CSE,75,No,No,0,Novice,Yes,No
680,83,57,tier3,B.E,CSE,75,No,No,0,Intermediate,No,No
681,73,78,tier3,B.E,CSE,73,Ongoing,No,0,Advanced,No,No
682,71,81,tier2,B.E,CIVIL,78,Ongoing,Yes,65,Novice,Yes,No
683,69,87,tier2,B.E,CSE,90,No,Yes,92,Advanced,Yes,No
684,88,67,tier3,B.E,EEE,74,Yes,No,0,Intermediate,Yes,No
685,75,86,tier2,B.E,MECH,70,Yes,No,0,Advanced,No,No
686,73,80,tier2,B.E,DS&AI,87,Ongoing,Yes,67,Novice,Yes,No
687,77,57,tier3,BTech,EEE,65,Ongoing,No,0,Novice,Yes,No
688,91,58,tier3,B.E,IT,89,Yes,Yes,74,Novice,Yes,No
689,71,65,tier3,BTech,CIVIL,65,Yes,No,0,Intermediate,No,No
690,92,59,tier3,B.E,CSE,78,Yes,Yes,86,Intermediate,Yes,Yes
691,97,88,tier2,BTech,DS&AI,69,No,No,0,Intermediate,Yes,No
692,88,94,tier1,B.E,MECH,76,No,Yes,48,Intermediate,Yes,No
693,77,63,tier3,B.E,MECH,77,Yes,Yes,85,Novice,No,No
694,70,60,tier3,B.E,CSE,81,Ongoing,Yes,52,Novice,No,No
695,83,78,tier3,B.E,ECE,87,Yes,Yes,37,Advanced,No,No
696,98,94,tier1,B.E,CIVIL,77,Ongoing,Yes,80,Novice,Yes,No
