No,Tenth_Percentage,Twelfth_Percentage,College_Tier,Degree,Subjects,UG_Percentage,Internship,Shortlisted_for_Interview,Aptitude_Perc,DS_Alg_Knowledge,Projects,Placed_IT
333.0,87,73,tier3,B.E,CSE,70,Yes,No,0,Intermediate,Yes,No
334.0,74,71,tier3,B.E,DS&AI,70,No,No,0,Novice,No,No
335.0,94,83,tier2,B.E,IT,60,Yes,No,0,Novice,No,No
336.0,88,92,tier1,BTech,DS&AI,83,Ongoing,Yes,54,Intermediate,Yes,No
337.0,94,65,tier3,BTech,CIVIL,79,No,Yes,90,Novice,No,No
338.0,68,68,tier3,BTech,IT,69,Ongoing,No,0,Intermediate,No,No
339.0,78,76,tier3,BTech,CIVIL,87,No,Yes,55,Intermediate,Yes,No
340.0,76,89,tier2,B.E,MECH,62,Yes,No,0,Intermediate,No,No
341.0,68,94,tier1,B.E,CSE,95,Ongoing,Yes,37,Intermediate,Yes,No
342.0,78,83,tier2,BTech,CSE,82,Yes,Yes,40,Intermediate,Yes,No
343.0,92,70,tier3,B.E,CSE,68,Ongoing,No,0,Advanced,Yes,No
344.0,91,95,tier1,BTech,EEE,63,Ongoing,No,0,Novice,Yes,No
345.0,83,88,tier2,B.E,EEE,86,No,Yes,83,Novice,Yes,No
346.0,83,90,tier1,B.E,IT,92,Ongoing,Yes,91,Advanced,Yes,Yes
347.0,84,58,tier3,B.E,ECE,87,Ongoing,Yes,46,Advanced,No,No
348.0,93,84,tier2,B.E,MECH,95,Ongoing,Yes,75,Novice,Yes,No
349.0,70,65,tier3,B.E,CIVIL,75,Ongoing,No,0,Novice,No,No
350.0,96,78,tier3,B.E,DS&AI,71,Yes,No,0,Intermediate,No,No
351.0,72,86,tier2,B.E,MECH,65,No,No,0,Novice,Yes,No
352.0,97,69,tier3,BTech,CIVIL,70,No,No,0,Novice,Yes,No
353.0,79,64,tier3,B.E,ECE,83,Yes,Yes,41,Advanced,No,No
354.0,73,71,tier3,B.E,CIVIL,64,Ongoing,No,0,Advanced,No,No
355.0,86,87,tier2,BTech,ECE,87,No,Yes,56,Novice,Yes,No
356.0,76,68,tier3,B.E,IT,79,No,Yes,71,Intermediate,No,No
357.0,98,88,tier2,B.E,MECH,69,Ongoing,No,0,Advanced,Yes,No
358.0,94,69,tier3,B.E,DS&AI,78,No,Yes,55,Intermediate,Yes,No
359.0,80,70,tier3,BTech,IT,76,No,Yes,37,Advanced,Yes,No
360.0,69,68,tier3,BTech,ECE,92,No,Yes,76,Advanced,No,No
361.0,92,86,tier2,BTech,EEE,93,Yes,Yes,44,Intermediate,Yes,No
362.0,92,89,tier2,BTech,IT,71,Yes,No,0,Intermediate,No,No
363.0,73,87,tier2,B.E,CSE,61,Yes,No,0,Intermediate,Yes,No
364.0,96,60,tier3,BTech,DS&AI,70,Ongoing,No,0,Advanced,Yes,No
365.0,85,59,tier3,BTech,EEE,74,No,No,0,Intermediate,No,No
366.0,97,83,tier2,BTech,CSE,62,Yes,No,0,Advanced,No,No
367.0,81,68,tier3,BTech,DS&AI,81,Yes,Yes,41,Advanced,No,No
368.0,94,71,tier3,B.E,CIVIL,66,Ongoing,No,0,Novice,No,No
369.0,82,79,tier3,BTech,ECE,90,Ongoing,Yes,50,Advanced,No,No
370.0,98,87,tier2,BTech,DS&AI,68,No,No,0,Intermediate,No,No
371.0,91,62,tier3,BTech,MECH,69,Yes,No,0,Intermediate,Yes,No
372.0,69,61,tier3,BTech,IT,67,Yes,No,0,Advanced,Yes,No
373.0,66,87,tier2,B.E,CIVIL,76,Ongoing,Yes,58,Novice,Yes,No
374.0,73,74,tier3,B.E,CSE,72,Yes,No,0,Advanced,No,No
375.0,71,80,tier2,BTech,IT,68,Yes,No,0,Advanced,No,No
376.0,81,89,tier2,BTech,CSE,62,No,No,0,Advanced,No,No
377.0,90,69,tier3,BTech,CSE,78,Ongoing,Yes,36,Intermediate,Yes,No
378.0,71,72,tier3,B.E,CSE,71,Yes,No,0,Advanced,Yes,No
379.0,81,61,tier3,BTech,CIVIL,74,No,No,0,Advanced,No,No
380.0,77,95,tier1,BTech,CSE,64,Ongoing,No,0,Novice,Yes,No
381.0,72,59,tier3,BTech,CSE,75,No,No,0,Intermediate,Yes,No
382.0,76,81,tier2,B.E,CIVIL,72,Yes,No,0,Advanced,Yes,No
383.0,69,64,tier3,BTech,EEE,68,Yes,No,0,Intermediate,Yes,No
384.0,78,64,tier3,BTech,CSE,68,No,No,0,Novice,No,No
385.0,75,55,tier3,BTech,IT,69,Yes,No,0,Intermediate,Yes,No
386.0,81,96,tier1,BTech,EEE,81,No,Yes,58,Novice,Yes,No
387.0,76,65,tier3,B.E,CIVIL,86,Ongoing,Yes,59,Novice,Yes,No
388.0,71,76,tier3,B.E,CSE,67,Ongoing,No,0,Intermediate,Yes,No
389.0,94,67,tier3,BTech,EEE,76,Yes,Yes,40,Novice,No,No
390.0,73,63,tier3,B.E,ECE,82,No,Yes,64,Novice,Yes,No
391.0,95,66,tier3,BTech,CSE,93,Yes,Yes,71,Advanced,No,No
392.0,91,95,tier1,B.E,CSE,83,No,Yes,49,Advanced,Yes,No
393.0,75,78,tier3,B.E,ECE,90,Ongoing,Yes,94,Advanced,Yes,Yes
394.0,85,81,tier2,B.E,CIVIL,75,Yes,No,0,Advanced,No,No
395.0,78,73,tier3,B.E,EEE,73,Ongoing,No,0,Novice,Yes,No
396.0,82,87,tier2,BTech,MECH,93,Ongoing,Yes,43,Novice,No,No
397.0,66,90,tier1,B.E,DS&AI,85,No,Yes,84,Novice,No,No
398.0,68,85,tier2,B.E,CIVIL,86,Ongoing,Yes,78,Advanced,Yes,No
399.0,92,81,tier2,B.E,DS&AI,82,No,Yes,67,Advanced,No,No
400.0,89,72,tier3,BTech,MECH,73,Yes,No,0,Intermediate,Yes,No
401.0,97,95,tier1,BTech,CSE,76,No,Yes,58,Advanced,Yes,No
402.0,66,91,tier1,BTech,CIVIL,87,Ongoing,Yes,42,Intermediate,No,No
403.0,72,74,tier3,B.E,EEE,81,Yes,Yes,84,Novice,No,No
404.0,86,72,tier3,B.E,EEE,94,No,Yes,81,Novice,No,No
405.0,97,76,tier3,B.E,DS&AI,83,No,Yes,78,Advanced,No,No
406.0,91,91,tier1,B.E,CIVIL,74,Ongoing,No,0,Intermediate,No,No
407.0,92,66,tier3,BTech,ECE,62,Yes,No,0,Intermediate,No,No
408.0,67,58,tier3,B.E,MECH,89,Yes,Yes,80,Advanced,Yes,No
409.0,82,90,tier1,BTech,IT,76,Yes,Yes,71,Novice,Yes,No
410.0,67,71,tier3,B.E,EEE,90,No,Yes,90,Advanced,Yes,No
411.0,81,84,tier2,B.E,CIVIL,82,No,Yes,46,Intermediate,Yes,No
412.0,83,61,tier3,B.E,EEE,62,Yes,No,0,Novice,No,No
413.0,74,84,tier2,BTech,CIVIL,72,Yes,No,0,Novice,No,No
414.0,91,95,tier1,BTech,CIVIL,68,No,No,0,Advanced,No,No
415.0,94,58,tier3,BTech,EEE,90,No,Yes,41,Advanced,No,No
416.0,94,66,tier3,B.E,EEE,90,Yes,Yes,90,Novice,Yes,No
417.0,73,61,tier3,BTech,MECH,72,No,No,0,Novice,Yes,No
418.0,80,64,tier3,BTech,CIVIL,79,Yes,Yes,61,Advanced,Yes,No
419.0,71,90,tier1,BTech,MECH,70,Ongoing,No,0,Intermediate,No,No
420.0,89,72,tier3,BTech,MECH,61,Ongoing,No,0,Novice,Yes,No
421.0,66,76,tier3,B.E,ECE,82,Yes,Yes,66,Novice,No,No
422.0,72,83,tier2,BTech,CIVIL,70,Yes,No,0,Novice,Yes,No
423.0,73,95,tier1,B.E,IT,61,Yes,No,0,Novice,Yes,No
424.0,96,72,tier3,BTech,CSE,94,No,Yes,88,Novice,Yes,No
425.0,76,91,tier1,BTech,CIVIL,73,No,No,0,Advanced,Yes,No
426.0,86,79,tier3,B.E,IT,81,Yes,Yes,49,Novice,No,No
427.0,87,80,tier2,B.E,CSE,78,Yes,Yes,50,Novice,Yes,No
428.0,68,84,tier2,BTech,CSE,95,Ongoing,Yes,87,Novice,Yes,No
429.0,94,78,tier3,BTech,CIVIL,64,Ongoing,No,0,Intermediate,Yes,No
430.0,98,55,tier3,BTech,DS&AI,62,Ongoing,No,0,Intermediate,Yes,No
431.0,70,75,tier3,BTech,ECE,84,Yes,Yes,78,Advanced,No,No
432.0,95,61,tier3,B.E,EEE,91,No,Yes,57,Intermediate,Yes,No
433.0,87,58,tier3,B.E,CIVIL,66,No,No,0,Novice,Yes,No
434.0,91,84,tier2,BTech,MECH,77,No,Yes,86,Advanced,No,No
435.0,85,82,tier2,B.E,IT,61,No,No,0,Advanced,Yes,No
436.0,67,78,tier3,B.E,DS&AI,83,Yes,Yes,61,Novice,No,No
437.0,68,66,tier3,B.E,CSE,74,Ongoing,No,0,Novice,No,No
438.0,76,75,tier3,BTech,CSE,85,Ongoing,Yes,69,Novice,No,No
439.0,71,66,tier3,B.E,MECH,93,Ongoing,Yes,39,Intermediate,No,No
440.0,72,70,tier3,BTech,DS&AI,62,No,No,0,Advanced,Yes,No
441.0,73,73,tier3,B.E,IT,83,Ongoing,Yes,89,Intermediate,No,No
442.0,77,78,tier3,BTech,DS&AI,90,Yes,Yes,73,Novice,No,No
443.0,67,72,tier3,B.E,IT,77,Ongoing,Yes,35,Novice,Yes,No
444.0,70,94,tier1,BTech,ECE,87,Yes,Yes,50,Intermediate,Yes,No
445.0,93,77,tier3,B.E,DS&AI,69,Yes,No,0,Advanced,No,No
446.0,89,64,tier3,B.E,IT,64,No,No,0,Intermediate,No,No
447.0,96,56,tier3,B.E,DS&AI,89,No,Yes,51,Novice,Yes,No
448.0,98,71,tier3,BTech,CSE,68,Yes,No,0,Intermediate,Yes,No
449.0,82,92,tier1,BTech,EEE,76,Ongoing,Yes,95,Advanced,Yes,Yes
450.0,89,73,tier3,BTech,DS&AI,79,Ongoing,Yes,77,Advanced,No,No
451.0,77,64,tier3,B.E,IT,81,Yes,Yes,44,Advanced,No,No
452.0,91,87,tier2,BTech,MECH,72,Yes,No,0,Intermediate,Yes,No
453.0,88,81,tier2,B.E,ECE,66,Yes,No,0,Intermediate,No,No
454.0,69,95,tier1,BTech,ECE,60,No,No,0,Advanced,Yes,No
455.0,73,90,tier1,B.E,ECE,95,Yes,Yes,80,Intermediate,No,No
456.0,73,78,tier3,B.E,ECE,80,No,Yes,62,Intermediate,Yes,No
457.0,85,67,tier3,BTech,IT,93,Ongoing,Yes,55,Novice,Yes,No
458.0,97,78,tier3,BTech,IT,84,Ongoing,Yes,97,Novice,Yes,No
459.0,69,71,tier3,B.E,DS&AI,85,Yes,Yes,68,Novice,Yes,No
460.0,96,79,tier3,B.E,IT,68,No,No,0,Intermediate,Yes,No
461.0,87,95,tier1,B.E,EEE,86,Ongoing,Yes,96,Advanced,Yes,Yes
462.0,88,80,tier2,BTech,EEE,72,No,No,0,Advanced,No,No
463.0,82,62,tier3,B.E,ECE,63,Ongoing,No,0,Advanced,Yes,No
464.0,74,62,tier3,B.E,EEE,68,No,No,0,Intermediate,Yes,No
465.0,69,82,tier2,B.E,ECE,89,Ongoing,Yes,47,Novice,Yes,No
466.0,78,62,tier3,B.E,MECH,78,Ongoing,Yes,62,Advanced,Yes,No
467.0,80,83,tier2,BTech,CIVIL,71,Yes,No,0,Novice,Yes,No
468.0,93,85,tier2,BTech,MECH,63,Ongoing,No,0,Advanced,No,No
469.0,77,57,tier3,BTech,IT,61,Yes,No,0,Intermediate,Yes,No
470.0,72,85,tier2,BTech,CSE,61,No,No,0,Intermediate,No,No
471.0,77,81,tier2,B.E,EEE,68,Yes,No,0,Advanced,Yes,No
472.0,86,66,tier3,B.E,CIVIL,86,Ongoing,Yes,72,Novice,No,No
473.0,98,59,tier3,BTech,DS&AI,80,No,Yes,86,Intermediate,Yes,No
474.0,80,56,tier3,B.E,DS&AI,87,Ongoing,Yes,69,Novice,No,No
475.0,98,78,tier3,BTech,MECH,78,Yes,Yes,79,Intermediate,No,No
476.0,71,81,tier2,BTech,IT,91,Yes,Yes,41,Advanced,Yes,No
477.0,80,79,tier3,BTech,IT,81,Yes,Yes,66,Advanced,Yes,No
478.0,97,91,tier1,B.E,EEE,94,No,Yes,38,Advanced,No,No
479.0,83,76,tier3,BTech,MECH,66,Yes,No,0,Intermediate,No,No
480.0,82,55,tier3,B.E,MECH,89,Yes,Yes,54,Novice,No,No
481.0,94,96,tier1,BTech,DS&AI,88,Ongoing,Yes,55,Intermediate,No,No
482.0,72,59,tier3,BTech,CSE,86,No,Yes,43,Novice,No,No
483.0,92,62,tier3,B.E,DS&AI,80,No,Yes,36,Novice,Yes,No
484.0,96,91,tier1,BTech,MECH,74,Yes,No,0,Intermediate,Yes,No
485.0,98,82,tier2,B.E,DS&AI,82,Ongoing,Yes,82,Novice,No,No
486.0,66,96,tier1,B.E,MECH,74,No,No,0,Intermediate,Yes,No
487.0,85,80,tier2,BTech,DS&AI,87,Yes,Yes,90,Advanced,Yes,Yes
488.0,95,74,tier3,BTech,CSE,70,Ongoing,No,0,Advanced,Yes,No
489.0,77,68,tier3,B.E,DS&AI,77,Ongoing,Yes,93,Intermediate,Yes,Yes
490.0,88,87,tier2,B.E,CIVIL,82,No,Yes,85,Advanced,Yes,No
491.0,88,92,tier1,B.E,ECE,63,No,No,0,Advanced,Yes,No
492.0,78,59,tier3,BTech,CIVIL,88,No,Yes,80,Intermediate,Yes,No
493.0,81,87,tier2,B.E,DS&AI,63,No,No,0,Advanced,Yes,No
494.0,68,59,tier3,BTech,MECH,84,Yes,Yes,60,Novice,Yes,No
495.0,68,89,tier2,BTech,IT,61,Ongoing,No,0,Intermediate,Yes,No
496.0,86,57,tier3,BTech,ECE,82,Yes,Yes,68,Advanced,Yes,No
497.0,95,80,tier2,B.E,IT,83,Yes,Yes,67,Intermediate,No,No
498.0,97,58,tier3,B.E,IT,76,Yes,Yes,66,Intermediate,Yes,No
499.0,85,90,tier1,BTech,EEE,73,No,No,0,Intermediate,No,No
500.0,85,66,tier3,BTech,ECE,67,No,No,0,Intermediate,No,No
501.0,95,81,tier2,BTech,EEE,61,Yes,No,0,Novice,No,No
502.0,96,57,tier3,BTech,MECH,73,Yes,No,0,Advanced,No,No
503.0,97,85,tier2,B.E,CSE,61,No,No,0,Intermediate,No,No
504.0,66,62,tier3,B.E,MECH,78,Yes,Yes,60,Novice,No,No
505.0,92,71,tier3,BTech,ECE,85,Yes,Yes,45,Intermediate,No,No
506.0,81,84,tier2,B.E,DS&AI,90,Yes,Yes,80,Advanced,Yes,No
507.0,90,85,tier2,BTech,EEE,93,Yes,Yes,49,Advanced,No,No
508.0,81,72,tier3,B.E,IT,94,Yes,Yes,74,Novice,Yes,No
509.0,67,60,tier3,BTech,ECE,84,Yes,Yes,60,Advanced,Yes,No
510.0,90,91,tier1,BTech,EEE,80,Ongoing,Yes,87,Advanced,Yes,Yes
511.0,87,90,tier1,BTech,EEE,92,No,Yes,52,Novice,Yes,No
512.0,98,64,tier3,BTech,ECE,81,Yes,Yes,37,Intermediate,Yes,No
513.0,70,86,tier2,BTech,MECH,61,Ongoing,No,0,Advanced,No,No
514.0,89,81,tier2,BTech,DS&AI,75,No,No,0,Intermediate,Yes,No
515.0,94,61,tier3,B.E,CIVIL,69,No,No,0,Intermediate,Yes,No
516.0,69,66,tier3,BTech,IT,79,Yes,Yes,80,Novice,Yes,No
517.0,85,63,tier3,BTech,IT,86,Yes,Yes,91,Advanced,Yes,Yes
518.0,85,71,tier3,B.E,EEE,68,Ongoing,No,0,Intermediate,No,No
519.0,72,64,tier3,BTech,DS&AI,64,No,No,0,Advanced,No,No
520.0,74,85,tier2,B.E,CIVIL,95,Yes,Yes,99,Novice,No,No
521.0,81,84,tier2,B.E,EEE,89,Ongoing,Yes,98,Novice,Yes,No
522.0,70,91,tier1,B.E,DS&AI,86,Ongoing,Yes,71,Advanced,No,No
523.0,96,85,tier2,BTech,CIVIL,78,Ongoing,Yes,52,Intermediate,No,No
524.0,76,63,tier3,B.E,CIVIL,65,Ongoing,No,0,Intermediate,Yes,No
525.0,66,61,tier3,BTech,CSE,83,Ongoing,Yes,91,Advanced,Yes,Yes
526.0,92,89,tier2,BTech,DS&AI,94,Ongoing,Yes,35,Intermediate,Yes,No
527.0,89,66,tier3,B.E,CSE,61,Yes,No,0,Advanced,Yes,No
528.0,76,96,tier1,BTech,EEE,77,No,Yes,46,Novice,No,No
529.0,69,68,tier3,BTech,EEE,90,Ongoing,Yes,66,Advanced,Yes,No
530.0,68,73,tier3,B.E,CSE,76,Yes,Yes,88,Advanced,No,No
531.0,85,62,tier3,B.E,MECH,78,Ongoing,Yes,50,Advanced,No,No
532.0,75,63,tier3,B.E,DS&AI,90,Yes,Yes,69,Novice,Yes,No
533.0,74,92,tier1,B.E,CIVIL,81,Yes,Yes,96,Intermediate,Yes,Yes
534.0,91,79,tier3,BTech,DS&AI,76,No,Yes,76,Intermediate,Yes,No
535.0,90,55,tier3,B.E,IT,85,Yes,Yes,55,Novice,Yes,No
536.0,95,60,tier3,BTech,IT,74,Ongoing,No,0,Intermediate,Yes,No
537.0,71,88,tier2,BTech,ECE,82,No,Yes,86,Novice,Yes,No
538.0,73,89,tier2,B.E,EEE,63,No,No,0,Advanced,No,No
539.0,95,94,tier1,B.E,IT,93,Ongoing,Yes,82,Intermediate,Yes,No
540.0,91,62,tier3,BTech,ECE,67,Ongoing,No,0,Intermediate,No,No
541.0,88,95,tier1,BTech,IT,93,Yes,Yes,49,Intermediate,Yes,No
542.0,66,80,tier2,BTech,DS&AI,63,Yes,No,0,Advanced,Yes,No
543.0,72,81,tier2,B.E,DS&AI,94,Ongoing,Yes,75,Novice,No,No
544.0,91,55,tier3,B.E,EEE,82,Ongoing,Yes,62,Advanced,Yes,No
545.0,71,90,tier1,BTech,CIVIL,83,No,Yes,39,Advanced,Yes,No
546.0,83,71,tier3,BTech,DS&AI,90,Yes,Yes,50,Intermediate,No,No
547.0,69,59,tier3,B.E,DS&AI,78,No,Yes,82,Novice,No,No
548.0,77,88,tier2,BTech,IT,77,Ongoing,Yes,75,Intermediate,No,No
549.0,95,68,tier3,BTech,IT,95,Yes,Yes,75,Novice,No,No
550.0,71,86,tier2,BTech,MECH,75,Yes,No,0,Intermediate,Yes,No
551.0,83,68,tier3,BTech,EEE,61,Yes,No,0,Intermediate,Yes,No
552.0,72,63,tier3,BTech,EEE,62,Ongoing,No,0,Novice,Yes,No
553.0,86,73,tier3,B.E,ECE,66,No,No,0,Novice,Yes,No
554.0,87,66,tier3,BTech,DS&AI,71,Yes,No,0,Advanced,No,No
555.0,76,78,tier3,B.E,MECH,78,Yes,Yes,66,Novice,Yes,No
556.0,87,62,tier3,B.E,DS&AI,70,Ongoing,No,0,Novice,No,No
557.0,66,76,tier3,B.E,CSE,74,Ongoing,No,0,Novice,Yes,No
558.0,68,70,tier3,BTech,CIVIL,87,Ongoing,Yes,100,Intermediate,No,No
559.0,88,60,tier3,BTech,IT,78,No,Yes,46,Novice,Yes,No
560.0,81,81,tier2,B.E,ECE,89,No,Yes,77,Intermediate,Yes,No
561.0,86,69,tier3,BTech,IT,78,No,Yes,45,Advanced,Yes,No
562.0,93,64,tier3,BTech,CIVIL,89,Ongoing,Yes,45,Advanced,Yes,No
563.0,98,88,tier2,BTech,CSE,80,Yes,Yes,50,Advanced,No,No
564.0,85,82,tier2,BTech,ECE,80,Yes,Yes,57,Advanced,Yes,No
565.0,71,71,tier3,BTech,MECH,89,Yes,Yes,50,Advanced,No,No
566.0,83,92,tier1,BTech,CSE,83,Yes,Yes,80,Intermediate,Yes,No
567.0,95,87,tier2,B.E,ECE,93,Yes,Yes,46,Intermediate,Yes,No
568.0,69,61,tier3,B.E,CIVIL,84,No,Yes,87,Advanced,Yes,No
569.0,98,58,tier3,BTech,IT,92,Ongoing,Yes,80,Advanced,No,No
570.0,76,59,tier3,B.E,MECH,81,Yes,Yes,88,Intermediate,Yes,Yes
571.0,96,86,tier2,BTech,CSE,75,Ongoing,No,0,Novice,No,No
572.0,96,67,tier3,B.E,MECH,64,No,No,0,Advanced,No,No
573.0,86,80,tier2,BTech,IT,67,No,No,0,Intermediate,Yes,No
574.0,69,87,tier2,B.E,MECH,81,Yes,Yes,93,Advanced,No,No
575.0,79,75,tier3,B.E,IT,77,Yes,Yes,83,Intermediate,No,No
576.0,67,90,tier1,BTech,MECH,82,No,Yes,78,Intermediate,Yes,No
577.0,97,84,tier2,B.E,CSE,73,Ongoing,No,0,Novice,Yes,No
578.0,81,93,tier1,BTech,DS&AI,64,No,No,0,Novice,No,No
579.0,77,77,tier3,B.E,ECE,91,Ongoing,Yes,83,Novice,No,No
580.0,95,82,tier2,B.E,ECE,62,No,No,0,Advanced,No,No
581.0,70,87,tier2,BTech,CSE,63,Yes,No,0,Advanced,Yes,No
582.0,71,90,tier1,BTech,DS&AI,87,Yes,Yes,41,Novice,Yes,No
583.0,83,73,tier3,BTech,ECE,68,No,No,0,Advanced,Yes,No
584.0,78,86,tier2,B.E,DS&AI,86,Ongoing,Yes,91,Intermediate,No,No
585.0,88,89,tier2,BTech,CIVIL,94,No,Yes,43,Intermediate,Yes,No
586.0,66,86,tier2,BTech,IT,80,Ongoing,Yes,69,Novice,Yes,No
587.0,87,57,tier3,BTech,DS&AI,78,Yes,Yes,92,Intermediate,Yes,Yes
588.0,73,67,tier3,BTech,CSE,70,Ongoing,No,0,Advanced,Yes,No
589.0,91,74,tier3,B.E,CSE,91,Ongoing,Yes,81,Advanced,No,No
590.0,96,67,tier3,BTech,EEE,82,No,Yes,56,Intermediate,Yes,No
591.0,94,96,tier1,BTech,DS&AI,88,Yes,Yes,44,Intermediate,No,No
592.0,94,73,tier3,BTech,EEE,75,Ongoing,No,0,Advanced,No,No
593.0,69,65,tier3,B.E,CSE,84,Ongoing,Yes,75,Intermediate,Yes,No
594.0,81,65,tier3,BTech,DS&AI,75,Ongoing,No,0,Novice,No,No
595.0,75,85,tier2,B.E,CSE,84,Yes,Yes,71,Intermediate,No,No
596.0,83,91,tier1,BTech,MECH,66,No,No,0,Advanced,Yes,No
597.0,79,58,tier3,B.E,DS&AI,91,No,Yes,64,Intermediate,Yes,No
598.0,78,95,tier1,B.E,CIVIL,60,Yes,No,0,Intermediate,Yes,No
599.0,76,68,tier3,BTech,IT,91,No,Yes,41,Novice,Yes,No
600.0,76,88,tier2,BTech,IT,61,Ongoing,No,0,Advanced,No,No
601.0,84,57,tier3,B.E,MECH,87,No,Yes,35,Intermediate,Yes,No
602.0,85,91,tier1,BTech,DS&AI,94,Ongoing,Yes,44,Novice,No,No
603.0,73,94,tier1,B.E,ECE,88,Ongoing,Yes,75,Intermediate,No,No
604.0,76,91,tier1,BTech,CSE,82,Yes,Yes,65,Advanced,No,No
605.0,79,55,tier3,BTech,EEE,71,Yes,No,0,Novice,No,No
606.0,77,55,tier3,BTech,IT,61,No,No,0,Advanced,Yes,No
607.0,83,96,tier1,B.E,DS&AI,76,Ongoing,Yes,96,Intermediate,No,No
608.0,72,76,tier3,B.E,DS&AI,63,No,No,0,Novice,No,No
609.0,97,90,tier1,B.E,EEE,90,Yes,Yes,97,Advanced,No,No
610.0,66,75,tier3,B.E,IT,87,Ongoing,Yes,89,Advanced,Yes,Yes
611.0,69,93,tier1,B.E,IT,91,No,Yes,67,Novice,Yes,No
612.0,77,55,tier3,BTech,CIVIL,62,Yes,No,0,Novice,Yes,No
613.0,72,65,tier3,B.E,CSE,61,Ongoing,No,0,Advanced,No,No
614.0,85,75,tier3,B.E,ECE,75,No,No,0,Intermediate,Yes,No
615.0,82,96,tier1,B.E,ECE,61,Ongoing,No,0,Advanced,No,No
616.0,71,73,tier3,BTech,CIVIL,95,Ongoing,Yes,92,Intermediate,Yes,Yes
617.0,82,82,tier2,B.E,EEE,88,No,Yes,46,Intermediate,No,No
618.0,89,66,tier3,B.E,EEE,84,Yes,Yes,99,Intermediate,No,No
619.0,84,55,tier3,B.E,MECH,72,Ongoing,No,0,Intermediate,No,No
620.0,96,76,tier3,B.E,CSE,88,Ongoing,Yes,56,Intermediate,Yes,No
621.0,67,95,tier1,B.E,CSE,74,Ongoing,No,0,Intermediate,Yes,No
622.0,82,57,tier3,BTech,CSE,82,Ongoing,Yes,37,Novice,No,No
623.0,96,59,tier3,B.E,DS&AI,65,No,No,0,Advanced,No,No
624.0,96,56,tier3,BTech,DS&AI,79,No,Yes,71,Novice,No,No
625.0,91,89,tier2,BTech,CIVIL,85,Yes,Yes,64,Novice,No,No
626.0,77,63,tier3,BTech,EEE,93,Yes,Yes,46,Advanced,No,No
627.0,87,86,tier2,B.E,EEE,90,No,Yes,37,Intermediate,No,No
628.0,82,60,tier3,BTech,ECE,95,No,Yes,72,Intermediate,Yes,No
629.0,66,73,tier3,BTech,DS&AI,78,Ongoing,Yes,40,Intermediate,No,No
630.0,73,81,tier2,B.E,DS&AI,81,Yes,Yes,84,Advanced,Yes,No
631.0,76,71,tier3,BTech,ECE,88,Ongoing,Yes,87,Intermediate,No,No
632.0,94,87,tier2,B.E,DS&AI,60,Yes,No,0,Novice,Yes,No
633.0,66,76,tier3,B.E,MECH,80,Ongoing,Yes,99,Novice,Yes,No
634.0,91,73,tier3,B.E,CSE,60,Ongoing,No,0,Novice,Yes,No
635.0,81,63,tier3,BTech,CSE,60,Yes,No,0,Intermediate,No,No
636.0,87,55,tier3,B.E,ECE,75,Yes,No,0,Intermediate,No,No
637.0,84,69,tier3,B.E,MECH,91,No,Yes,52,Intermediate,No,No
638.0,72,65,tier3,BTech,MECH,70,Yes,No,0,Advanced,Yes,No
639.0,93,85,tier2,B.E,MECH,74,Yes,No,0,Advanced,No,No
640.0,81,58,tier3,B.E,CIVIL,79,Yes,Yes,98,Advanced,No,No
641.0,93,89,tier2,BTech,DS&AI,88,Ongoing,Yes,62,Advanced,Yes,No
642.0,91,93,tier1,B.E,IT,60,No,No,0,Advanced,Yes,No
643.0,70,63,tier3,BTech,CSE,74,Ongoing,No,0,Novice,Yes,No
644.0,78,84,tier2,B.E,EEE,73,No,No,0,Advanced,Yes,No
645.0,70,65,tier3,B.E,ECE,63,Yes,No,0,Advanced,No,No
646.0,70,69,tier3,BTech,ECE,60,No,No,0,Advanced,Yes,No
647.0,79,59,tier3,BTech,EEE,74,Ongoing,No,0,Intermediate,Yes,No
648.0,77,94,tier1,BTech,CIVIL,82,Yes,Yes,40,Advanced,Yes,No
649.0,90,94,tier1,BTech,CIVIL,90,No,Yes,96,Advanced,No,No
650.0,71,96,tier1,BTech,DS&AI,66,Yes,No,0,Novice,No,No
651.0,84,86,tier2,BTech,EEE,62,No,No,0,Advanced,Yes,No
652.0,66,79,tier3,BTech,CSE,64,No,No,0,Novice,No,No
653.0,70,92,tier1,BTech,CIVIL,75,No,No,0,Intermediate,No,No
654.0,98,71,tier3,B.E,MECH,64,Ongoing,No,0,Advanced,Yes,No
655.0,98,59,tier3,BTech,MECH,72,Ongoing,No,0,Advanced,Yes,No
656.0,66,90,tier1,B.E,CIVIL,85,No,Yes,73,Novice,No,No
657.0,95,69,tier3,B.E,CIVIL,90,Ongoing,Yes,42,Novice,No,No
658.0,93,61,tier3,BTech,CIVIL,86,Yes,Yes,49,Novice,No,No
659.0,76,83,tier2,B.E,CIVIL,68,No,No,0,Novice,Yes,No
660.0,76,64,tier3,BTech,CIVIL,86,Ongoing,Yes,36,Advanced,No,No
661.0,87,82,tier2,B.E,ECE,91,No,Yes,72,Advanced,Yes,No
662.0,70,94,tier1,BTech,EEE,63,Ongoing,No,0,Advanced,Yes,No
663.0,80,81,tier2,B.E,ECE,80,Yes,Yes,51,Intermediate,Yes,No
